EVENT_ID,CATEGORY,DISTRICT,TITLE,START_DATE,END_DATE,PLACE,LATITUDE,LONGITUDE,ORGANIZATION,SUBJECT,IS_FREE,URL,REGISTERED
155409,국악,종로구,[세종문화회관] 2025 대한민국국악관현악축제_서울시국악관현악단,2025-10-25,2025-10-25,세종문화회관 세종M씨어터,126.9760053,37.5726241,세종문화회관,기관,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155409&menuNo=200008,2025-09-30
155340,클래식,강북구,"[강북문화재단] 위대한 클래식 작곡가들 [하이든, 모차르트 ＆ 베토벤 with 카바티나 콰르텟]",2025-10-25,2025-10-25,강북문화예술회관 강북소나무홀,127.013878144422,37.6409897866256,강북문화재단,기관,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155340&menuNo=200008,2025-09-25
155149,국악,중구,2025 한국장단음악축제 [장단유희] 2일차,2025-10-25,2025-10-25,서울남산국악당 크라운해태홀 & 야외마당,126.994021611776,37.5583499463987,서울남산국악당,시민,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155149&menuNo=200008,2025-09-10
155480,축제-기타,금천구,벼리 야심한 별빛남문시장 가을밤 야시장 맥주축제 [제2회 별야별축제],2025-10-25,2025-10-25,별빛남문시장 주차장 및 시장 통로 일대,126.900422458432,37.4737582256998,기타,시민,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155480&menuNo=200010,2025-10-12
155476,교육/체험,은평구,"문예북흥 No.43 서정춘 - 「랑」, 랑朗, 랑浪. 너랑 나랑 서정춘이란 시인이랑 명랑하게 맹랑하게 사랑하자. 또랑물처럼 흘러와 찰랑찰랑 너울이 되자.",2025-10-25,2025-10-25,이호철북콘서트홀,126.926499742667,37.6139964990436,은평역사한옥박물관,기관,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155476&menuNo=200011,2025-10-11
154786,클래식,마포구,[마포문화재단] 제10회 M 클래식 축제 [가곡 스페셜 Ⅱ],2025-10-25,2025-10-25,마포아트센터 광장,126.945533810385,37.5499060881738,마포문화재단,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154786&menuNo=200008,2025-08-12
155187,축제-문화/예술,강동구,2025 서울스트리트댄스페스티벌 [SSDF 한일],2025-10-25,2025-10-25,호원아트홀,127.130305009671,37.5262902042304,기타,시민,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155187&menuNo=200010,2025-09-12
155439,축제-문화/예술,중구,2025 삼일로창고극장 [경계없는 페스티벌],2025-10-25,2025-10-25,삼일로창고극장 및 명동 거리 일대 ,126.9879706,37.5634690,기타,시민,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155439&menuNo=200010,2025-10-02
155556,교육/체험,종로구,"[서울시립 백남준을 기억하는 집] 동기신호 프로그램, 프로토룸 [매터 매터스: 탐색적 작곡]",2025-10-25,2025-10-25,서울시립 백남준을 기억하는 집(서울 종로구 종로53길 12-1),127.013775536144,37.5730656233283,서울시립미술관,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155556&menuNo=200011,2025-10-15
155470,콘서트,동작구,[CTS아트홀] 고정민 2집 앨범 발매 기념 쇼케이스 2nd album [선물],2025-10-25,2025-10-25,CTS 아트홀,126.937000804909,37.5129486320073,기타,시민,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155470&menuNo=200008,2025-10-10
